DateTime,BidQty1,BidPrice1,BidQty2,BidPrice2,BidQty3,BidPrice3,BidQty4,BidPrice4,BidQty5,BidPrice5,BidQty6,BidPrice6,BidQty7,BidPrice7,BidQty8,BidPrice8,BidQty9,BidPrice9,BidQty10,BidPrice10,AskQty1,AskPrice1,AskQty2,AskPrice2,AskQty3,AskPrice3,AskQty4,AskPrice4,AskQty5,AskPrice5,AskQty6,AskPrice6,AskQty7,AskPrice7,AskQty8,AskPrice8,AskQty9,AskPrice9,AskQty10,AskPrice10,mid_price
2025-06-06 10:05:36,836,318.7,246,318.69,684,318.68,34,318.67,71,318.66,303,318.65,2155,318.64,1187,318.63,1000,318.62,177,318.61,3946,318.85,100,318.86,66,318.89,1768,318.9,34,318.91,34,318.92,134,318.93,66,318.94,1037,318.95,34,318.96,318.775
2025-06-06 10:05:46,429,318.69,984,318.68,334,318.67,571,318.66,134,318.65,1155,318.64,1187,318.63,177,318.61,139,318.6,1300,318.58,342,318.81,179,318.83,3768,318.85,60,318.88,140,318.89,1768,318.9,34,318.91,134,318.92,334,318.93,834,318.94,318.75
2025-06-06 10:05:56,38,318.73,34,318.72,54,318.71,245,318.7,329,318.69,1184,318.68,34,318.67,142,318.66,1134,318.65,1255,318.64,3768,318.85,192,318.87,34,318.89,1824,318.9,34,318.91,134,318.92,40,318.93,563,318.94,1037,318.95,34,318.96,318.79
2025-06-06 10:06:06,334,318.74,38,318.73,34,318.72,210,318.71,745,318.7,136,318.69,721,318.68,34,318.67,142,318.66,1134,318.65,3692,318.85,192,318.87,134,318.89,1759,318.9,34,318.91,94,318.92,69,318.93,534,318.94,1037,318.95,34,318.96,318.795
2025-06-06 10:06:16,34,318.74,38,318.73,221,318.72,210,318.71,536,318.7,36,318.69,784,318.68,143,318.67,500,318.66,1100,318.65,2184,318.85,213,318.89,1725,318.9,34,318.91,34,318.92,40,318.93,534,318.94,1037,318.95,34,318.96,34,318.97,318.795
2025-06-06 10:06:26,34,318.74,38,318.73,221,318.72,210,318.71,536,318.7,1002,318.69,750,318.68,500,318.66,100,318.65,1255,318.64,173,318.85,1,318.89,1725,318.9,218,318.91,6,318.93,500,318.94,1037,318.95,34,318.96,34,318.97,34,318.98,318.795
2025-06-06 10:06:36,135,318.79,229,318.78,417,318.77,198,318.76,135,318.75,34,318.74,306,318.73,1221,318.72,54,318.71,102,318.7,1641,318.9,660,318.94,1037,318.95,34,318.96,63,318.97,94,318.98,52,318.99,765,319.0,43,319.01,134,319.02,318.845
2025-06-06 10:06:46,229,318.78,527,318.77,498,318.76,435,318.75,34,318.74,38,318.73,684,318.72,54,318.71,219,318.7,502,318.69,1066,318.9,201,318.92,500,318.94,1003,318.95,34,318.96,94,318.97,34,318.98,52,318.99,765,319.0,43,319.01,318.84
2025-06-06 10:06:56,263,318.78,527,318.77,498,318.76,435,318.75,71,318.74,38,318.73,684,318.72,54,318.71,102,318.7,502,318.69,619,318.9,127,318.92,39,318.93,500,318.94,1003,318.95,94,318.96,34,318.97,134,318.98,79,318.99,790,319.0,318.84
2025-06-06 10:07:06,35,318.75,134,318.74,180,318.73,984,318.72,354,318.71,139,318.7,502,318.69,750,318.68,300,318.65,2005,318.64,743,318.9,100,318.91,344,318.93,506,318.94,1003,318.95,61,318.96,34,318.97,334,318.98,452,318.99,790,319.0,318.825
2025-06-06 10:07:16,569,318.8,35,318.79,429,318.78,417,318.77,198,318.76,72,318.75,1500,318.74,504,318.73,2020,318.71,2,318.7,1,318.98,383,318.99,791,319.0,76,319.01,1034,319.02,94,319.03,34,319.04,136,319.05,514,319.06,39,319.07,318.89
2025-06-06 10:07:26,435,318.86,2535,318.85,184,318.84,72,318.83,634,318.82,37,318.81,569,318.8,1535,318.79,1229,318.78,383,318.77,701,319.0,9,319.01,76,319.02,34,319.03,418,319.04,342,319.05,514,319.06,99,319.07,35,319.08,1061,319.09,318.93
2025-06-06 10:07:36,35,318.83,34,318.82,137,318.81,956,318.8,1535,318.79,229,318.78,383,318.77,164,318.76,1001,318.75,4,318.73,517,318.98,701,319.0,9,319.01,34,319.02,34,319.03,190,319.04,436,319.05,541,319.06,39,319.07,501,319.08,318.905
2025-06-06 10:07:46,2635,318.85,571,318.84,35,318.83,1034,318.82,137,318.81,1419,318.8,5035,318.79,114,318.78,383,318.77,664,318.76,274,318.98,681,319.0,9,319.01,32,319.02,34,319.03,34,319.04,39,319.05,514,319.06,39,319.07,35,319.08,318.915
2025-06-06 10:07:56,517,318.86,2635,318.85,34,318.84,35,318.83,1034,318.82,37,318.81,2035,318.8,5001,318.79,112,318.78,383,318.77,314,319.0,9,319.01,1,319.02,36,319.04,39,319.05,514,319.06,39,319.07,35,319.08,34,319.09,432,319.1,318.93
2025-06-06 10:08:06,347,318.87,517,318.86,2635,318.85,71,318.84,35,318.83,1034,318.82,3,318.81,2035,318.8,5001,318.79,212,318.78,382,319.0,11,319.01,36,319.04,5,319.05,515,319.06,39,319.07,35,319.08,94,319.09,432,319.1,1035,319.11,318.935
2025-06-06 10:08:16,71,318.84,35,318.83,334,318.82,437,318.81,1569,318.8,5135,318.79,112,318.78,383,318.77,664,318.76,501,318.75,504,319.0,138,319.01,60,319.02,34,319.03,40,319.04,320,319.05,515,319.06,339,319.07,435,319.08,184,319.09,318.91999999999996
2025-06-06 10:08:26,335,318.83,34,318.82,174,318.81,1569,318.8,5635,318.79,112,318.78,383,318.77,664,318.76,1,318.75,1000,318.74,16,318.99,547,319.0,11,319.01,134,319.03,100,319.04,320,319.05,515,319.06,66,319.07,135,319.08,570,319.09,318.90999999999997
2025-06-06 10:08:36,335,318.83,190,318.82,291,318.81,869,318.8,5935,318.79,146,318.78,383,318.77,164,318.76,1,318.75,1504,318.73,3,318.96,306,319.0,11,319.01,139,319.02,318,319.03,1394,319.04,36,319.05,815,319.06,589,319.07,435,319.08,318.895
2025-06-06 10:08:46,146,318.82,784,318.81,719,318.8,5435,318.79,646,318.78,383,318.77,164,318.76,1,318.75,1154,318.73,400,318.72,338,319.0,31,319.01,34,319.02,491,319.03,1340,319.04,396,319.05,915,319.06,66,319.07,35,319.08,184,319.09,318.90999999999997
